날짜,시간,시가,고가,저가,종가,거래량,거래대금,누적체결매도수량,누적체결매수수량
20240618,901,16080,16220,16000,16100,2772,44520000,1699,1073
20240618,902,16100,16100,15940,16000,1125,18000000,2707,1190
20240618,903,16000,16130,16000,16060,1477,23690000,3051,2323
20240618,904,16030,16080,16030,16060,973,15620000,3349,2998
20240618,905,16080,16080,16060,16080,175,2820000,3400,3122
20240618,906,16120,16120,16090,16090,251,4040000,3468,3305
20240618,907,16120,16130,16100,16110,100,1610000,3546,3327
20240618,908,16110,16120,16100,16110,498,8030000,3964,3407
20240618,909,16110,16180,16110,16180,809,13070000,4346,3834
20240618,910,16170,16170,16100,16110,1033,16650000,5305,3908
20240618,911,16160,16160,16110,16110,19,300000,5318,3914
20240618,913,16120,16120,16110,16120,179,2890000,5433,3978
20240618,914,16120,16120,16110,16110,95,1530000,5448,4058
20240618,915,16110,16110,16110,16110,117,1880000,5565,4058
20240618,916,16110,16110,16100,16110,409,6590000,5970,4062
20240618,917,16110,16120,16110,16120,362,5830000,6044,4350
20240618,918,16120,16120,16120,16120,585,9430000,6044,4935
20240618,919,16120,16120,16110,16110,118,1910000,6162,4935
20240618,920,16110,16110,16100,16100,135,2170000,6297,4935
20240618,921,16100,16100,16100,16100,50,810000,6347,4935
20240618,922,16100,16100,16090,16090,2038,32800000,8354,4966
20240618,923,16080,16080,16020,16020,885,14200000,8811,5394
20240618,924,16020,16020,16020,16020,385,6170000,9196,5394
20240618,925,16050,16050,16020,16040,507,8130000,9319,5778
20240618,926,16040,16090,16040,16090,755,12150000,9370,6482
20240618,927,16140,16140,16080,16080,103,1660000,9416,6539
20240618,928,16080,16090,16080,16080,540,8680000,9956,6539
20240618,929,16140,16140,16120,16120,10,160000,9961,6544
20240618,930,16090,16090,16090,16090,78,1260000,9965,6618
20240618,931,16090,16090,16070,16070,475,7640000,10428,6630
20240618,932,16060,16060,16040,16040,319,5110000,10740,6637
20240618,933,16040,16040,16010,16010,1718,27520000,12458,6637
20240618,934,16010,16020,16000,16000,1072,17160000,13520,6647
20240618,935,16000,16010,16000,16010,469,7510000,13988,6648
20240618,936,16010,16010,15990,15990,2678,42840000,16536,6778
20240618,937,16010,16010,16010,16010,28,450000,16536,6806
20240618,938,16010,16010,16010,16010,54,870000,16536,6860
20240618,939,16000,16010,16000,16010,407,6510000,16875,6928
20240618,940,16010,16020,16010,16020,800,12810000,16875,7728
20240618,941,16010,16060,16010,16060,107,1720000,16879,7831
20240618,942,16060,16070,16060,16070,7,110000,16880,7837
20240618,943,16070,16070,16070,16070,325,5220000,16880,8162
20240618,944,16060,16080,16060,16080,1861,29910000,17017,9886
20240618,945,16090,16100,16060,16070,337,5420000,17128,10112
20240618,946,16070,16070,16070,16070,30,480000,17158,10112
20240618,947,16100,16100,16080,16100,7,110000,17162,10115
20240618,948,16100,16100,16070,16070,117,1880000,17269,10125
20240618,949,16080,16100,16080,16090,769,12380000,17469,10694
20240618,950,16100,16130,16100,16130,203,3270000,17469,10897
20240618,951,16140,16180,16140,16140,652,10530000,17769,11249
20240618,952,16140,16140,16100,16100,1778,28680000,19547,11249
20240618,953,16100,16130,16100,16130,14,220000,19558,11252
20240618,954,16130,16130,16110,16110,10,170000,19567,11253
20240618,955,16110,16130,16070,16070,1579,25420000,21046,11353
20240618,956,16080,16080,16070,16070,31,490000,21077,11353
20240618,957,16070,16080,16070,16080,11,180000,21088,11353
20240618,958,16080,16080,16080,16080,5,80000,21093,11353
20240618,959,16090,16090,16090,16090,40,650000,21133,11353
20240618,1000,16080,16080,16050,16060,1298,20850000,22431,11353
20240618,1001,16090,16090,16020,16020,586,9410000,23015,11355
20240618,1002,16020,16090,16020,16090,59,950000,23016,11413
20240618,1003,16080,16080,16020,16030,701,11260000,23076,12054
20240618,1004,16040,16040,16030,16030,400,6410000,23475,12055
20240618,1005,16030,16040,16020,16040,286,4590000,23630,12186
20240618,1006,16040,16080,16030,16080,9,140000,23636,12189
20240618,1007,16080,16080,16040,16040,33,530000,23658,12200
20240618,1008,16050,16050,16040,16040,35,560000,23693,12200
20240618,1009,16080,16100,16080,16100,2080,33470000,23696,14277
20240618,1010,16100,16100,16100,16100,1,10000,23696,14278
20240618,1011,16100,16130,16100,16130,238,3840000,23703,14509
20240618,1012,16120,16120,16120,16120,30,480000,23703,14539
20240618,1013,16120,16120,16120,16120,22,350000,23703,14561
20240618,1014,16120,16120,16120,16120,21,340000,23703,14582
20240618,1015,16120,16120,16120,16120,2,30000,23703,14584
20240618,1016,16120,16130,16120,16130,296,4780000,23703,14880
20240618,1017,16130,16130,16120,16120,184,2960000,23710,15057
20240618,1018,16120,16120,16120,16120,2,40000,23710,15059
20240618,1019,16120,16120,16120,16120,1,10000,23711,15059
20240618,1020,16130,16130,16120,16120,24,390000,23724,15070
20240618,1021,16130,16130,16120,16120,305,4920000,23992,15107
20240618,1022,16120,16130,16120,16130,478,7700000,23992,15585
20240618,1024,16130,16130,16130,16130,10,170000,24002,15585
20240618,1025,16140,16160,16140,16160,549,8860000,24005,16131
20240618,1026,16160,16160,16160,16160,21,340000,24005,16152
20240618,1027,16140,16160,16130,16150,278,4490000,24281,16154
20240618,1028,16150,16150,16140,16140,312,5030000,24591,16156
20240618,1029,16130,16150,16130,16150,31,500000,24621,16157
20240618,1030,16150,16150,16150,16150,60,970000,24621,16217
20240618,1031,16150,16150,16140,16140,1159,18710000,25528,16469
20240618,1032,16140,16140,16130,16140,308,4970000,25825,16480
20240618,1033,16140,16140,16110,16110,1473,23750000,27264,16514
20240618,1034,16120,16120,16120,16120,20,330000,27284,16514
20240618,1036,16120,16130,16110,16130,37,590000,27320,16515
20240618,1037,16110,16110,16100,16100,875,14100000,28195,16515
20240618,1038,16100,16100,16060,16060,1324,21300000,29519,16515
20240618,1039,16060,16060,16050,16050,72,1150000,29591,16515
20240618,1040,16050,16050,16010,16010,2796,44820000,32377,16525
20240618,1041,16010,16020,16010,16010,576,9220000,32943,16535
20240618,1042,16010,16010,16000,16000,1583,25330000,34516,16545
20240618,1043,15990,15990,15990,15990,514,8220000,35030,16545
20240618,1044,16000,16000,15990,15990,14,220000,35034,16555
20240618,1045,16000,16050,16000,16050,596,9550000,35034,17151
20240618,1046,16050,16100,16050,16100,72,1150000,35034,17223
20240618,1047,16090,16090,16090,16090,24,390000,35034,17247
