날짜,시간,시가,고가,저가,종가,거래량,거래대금,누적체결매도수량,누적체결매수수량
20240513,901,26750,26750,26600,26600,14519,387940000,4836,9683
20240513,902,26650,26650,26350,26550,24603,653532000,28988,10134
20240513,903,26550,26900,26500,26850,11185,299019000,31447,18860
20240513,904,26850,26850,26650,26850,5600,150031000,32255,23652
20240513,905,26850,27000,26850,26850,9278,249891000,35565,29620
20240513,906,26900,27200,26900,27200,21088,571782000,44551,41722
20240513,907,27200,27400,26700,27000,21059,573526000,54716,52616
20240513,908,26800,26900,26600,26700,1329,35502000,56031,52630
20240513,909,26600,26600,26500,26500,4773,126755000,58720,54714
20240513,910,26550,26850,26500,26850,6761,179879000,60636,59559
20240513,911,26850,26950,26800,26800,1283,34444000,61523,59955
20240513,912,26850,26850,26600,26600,2370,63435000,63634,60214
20240513,913,26600,26650,26500,26500,1925,51097000,65529,60244
20240513,914,26650,26650,26300,26300,3318,87635000,68737,60354
20240513,915,26300,26350,26100,26100,3751,98399000,72173,60669
20240513,916,26100,26300,26100,26250,1724,45090000,73645,60921
20240513,917,26250,26250,26050,26050,4387,114712000,77316,61637
20240513,918,26050,26200,26050,26100,683,17848000,77666,61970
20240513,919,26150,26250,26100,26250,840,21983000,78279,62197
20240513,920,26250,26250,25800,25800,4377,113737000,82401,62452
20240513,921,25800,25950,25650,25700,3495,90059000,85268,63080
20240513,922,25700,25950,25700,25950,1557,40136000,86279,63626
20240513,923,25950,26100,25850,25900,2046,53081000,86845,65106
20240513,924,25900,25950,25800,25800,1950,50368000,88715,65186
20240513,925,25900,25950,25850,25850,340,8809000,88770,65471
20240513,926,25850,25900,25800,25900,767,19801000,89435,65573
20240513,927,25900,25900,25850,25850,611,15814000,89652,65967
20240513,928,25850,25850,25700,25800,4348,112014000,93912,66055
20240513,929,25750,25800,25700,25800,735,18920000,94562,66140
20240513,930,25800,25850,25750,25750,2194,56528000,96673,66223
20240513,931,25750,25800,25700,25750,4395,113034000,101012,66279
20240513,932,25750,25850,25650,25850,3719,95535000,102993,68017
20240513,933,25850,25950,25750,25900,3094,79999000,103663,70441
20240513,934,25850,25950,25800,25800,3396,87900000,106629,70871
20240513,935,25900,25900,25550,25600,9221,236672000,115465,71256
20240513,936,25600,25700,25600,25700,1650,42320000,116635,71736
20240513,937,25650,25700,25600,25650,2560,65686000,118427,72504
20240513,938,25650,25650,25550,25600,4045,103563000,122348,72628
20240513,939,25550,25700,25550,25700,681,17429000,122914,72743
20240513,940,25700,25750,25650,25750,906,23288000,122931,73632
20240513,941,25750,25800,25650,25700,902,23218000,123541,73924
20240513,942,25700,25850,25700,25850,1380,35607000,123897,74948
20240513,943,25850,25900,25800,25850,2559,66098000,125627,75777
20240513,944,25850,25850,25800,25800,432,11165000,126059,75777
20240513,945,25800,25800,25800,25800,1154,29773000,127176,75814
20240513,946,25750,25800,25650,25650,4141,106340000,131016,76115
20240513,947,25650,25750,25650,25700,813,20868000,131771,76173
20240513,948,25800,25800,25700,25750,213,5496000,131773,76384
20240513,949,25750,25850,25750,25750,1649,42512000,133100,76706
20240513,950,25800,25900,25800,25900,4881,126132000,133624,81063
20240513,951,25850,26000,25850,26000,564,14610000,133937,81314
20240513,952,26000,26000,25900,25900,491,12729000,134306,81436
20240513,953,25900,25900,25900,25900,1377,35664000,134568,82551
20240513,954,25850,25900,25850,25850,403,10422000,134912,82610
20240513,955,25900,26000,25800,25850,2330,60232000,137215,82637
20240513,956,25900,26000,25800,25850,939,24291000,138077,82714
20240513,957,25850,25850,25850,25850,235,6074000,138112,82914
20240513,958,25850,25850,25850,25850,167,4317000,138112,83081
20240513,959,25850,25850,25850,25850,589,15226000,138153,83629
20240513,1000,25850,25850,25750,25750,4226,109173000,140602,85406
20240513,1001,25750,25850,25750,25850,732,18849000,141333,85407
20240513,1002,25850,25850,25700,25700,1427,36702000,142759,85408
20240513,1003,25700,25800,25700,25800,340,8738000,143097,85410
20240513,1004,25800,25800,25700,25750,478,12306000,143523,85462
20240513,1005,25750,25750,25650,25700,1048,26934000,143900,86133
20240513,1006,25650,25700,25650,25700,371,9524000,144106,86298
20240513,1007,25650,25700,25600,25700,3369,86401000,146306,87467
20240513,1008,25650,25750,25650,25750,163,4188000,146391,87545
20240513,1009,25750,25750,25650,25650,347,8906000,146689,87594
20240513,1010,25700,25700,25650,25700,834,21427000,147520,87597
20240513,1011,25750,25800,25750,25800,400,10300000,147520,87997
20240513,1012,25800,25800,25700,25700,103,2651000,147571,88049
20240513,1013,25700,25750,25700,25750,143,3681000,147609,88154
20240513,1014,25700,25800,25700,25700,387,9959000,147838,88312
20240513,1015,25700,25700,25650,25650,239,6139000,148077,88312
20240513,1016,25700,25800,25650,25800,1776,45609000,149504,88661
20240513,1017,25700,25750,25650,25650,247,6354000,149616,88796
20240513,1018,25650,25650,25600,25600,1294,33170000,150910,88796
20240513,1019,25600,25700,25600,25600,2228,57045000,153066,88868
20240513,1020,25600,25700,25600,25600,901,23107000,153730,89105
20240513,1021,25600,25600,25600,25600,330,8448000,154060,89105
20240513,1022,25600,25650,25550,25600,768,19656000,154757,89176
20240513,1023,25600,25650,25550,25550,448,11468000,155069,89312
20240513,1024,25600,25700,25550,25600,806,20630000,155386,89801
20240513,1025,25550,25600,25550,25600,89,2274000,155475,89801
20240513,1026,25600,25700,25600,25700,379,9725000,155631,90024
20240513,1027,25650,25750,25650,25650,606,15565000,155886,90375
20240513,1028,25650,25800,25650,25650,873,22427000,156302,90832
20240513,1029,25650,25750,25650,25750,327,8391000,156605,90856
20240513,1030,25800,25800,25700,25700,250,6443000,156734,90977
20240513,1031,25700,25700,25700,25700,97,2493000,156768,91040
20240513,1032,25700,25750,25650,25750,236,6066000,156858,91186
20240513,1033,25800,26000,25800,25800,904,23363000,156994,91954
20240513,1034,25850,25950,25850,25850,196,5084000,157011,92133
20240513,1035,25850,25850,25850,25850,370,9565000,157381,92133
20240513,1036,25900,26000,25900,26000,754,19602000,157444,92824
20240513,1037,26000,26200,26000,26200,1204,31409000,157633,93839
20240513,1038,26150,26200,26100,26200,1398,36570000,158517,94353
20240513,1039,26200,26400,26200,26300,4888,128431000,160022,97736
20240513,1040,26250,26250,26200,26250,582,15274000,160248,98092
20240513,1041,26250,26300,26200,26300,1882,49464000,160518,99704
20240513,1042,26300,26300,26200,26300,728,19137000,161083,99867
20240513,1043,26250,26250,26200,26200,2140,56174000,161626,101464
20240513,1044,26250,26300,26200,26200,213,5592000,161705,101598
20240513,1045,26250,26250,26150,26200,1405,36814000,162865,101843
20240513,1046,26200,26200,26100,26100,765,20005000,163630,101843
20240513,1047,26150,26200,26000,26000,1313,34218000,164767,102019
20240513,1048,26000,26050,26000,26050,520,13539000,164962,102344
20240513,1049,26100,26100,26050,26050,647,16857000,165253,102700
20240513,1050,26050,26050,25900,25900,1366,35455000,166355,102964
20240513,1051,25900,26000,25900,25950,259,6715000,166568,103010
20240513,1052,26000,26050,25850,25950,1001,25939000,167525,103054
20240513,1053,25950,25950,25850,25850,611,15819000,168136,103054
20240513,1054,25900,25900,25900,25900,13,337000,168149,103054
20240513,1055,25950,26000,25950,26000,237,6156000,168345,103095
20240513,1056,26000,26000,25850,25850,336,8712000,168502,103274
20240513,1057,25900,25950,25900,25950,95,2462000,168556,103315
20240513,1058,25950,26050,25900,26050,805,20960000,168660,104016
20240513,1059,26050,26100,26000,26050,713,18598000,168795,104594
20240513,1100,26100,26150,26050,26100,656,17123000,168910,105135
20240513,1101,26100,26150,26000,26150,972,25370000,169132,105885
20240513,1102,26150,26150,26050,26100,154,4015000,169275,105896
20240513,1103,26100,26250,26100,26100,2367,61948000,169615,107923
20240513,1104,26150,26250,26150,26250,872,22854000,169666,108744
20240513,1105,26200,26250,26200,26200,466,12229000,169850,109026
20240513,1106,26200,26200,26100,26150,1471,38426000,171314,109033
20240513,1107,26150,26150,26150,26150,163,4263000,171314,109196
20240513,1108,26150,26150,26050,26100,519,13552000,171596,109433
20240513,1109,26100,26100,26100,26100,105,2741000,171701,109433
20240513,1110,26100,26200,26100,26150,51,1334000,171713,109472
20240513,1111,26150,26200,26100,26200,1113,29119000,172223,110075
20240513,1112,26150,26200,26150,26150,443,11585000,172664,110077
20240513,1113,26150,26150,26100,26100,139,3630000,172767,110113
20240513,1114,26100,26150,26100,26150,209,5464000,172828,110261
20240513,1115,26150,26150,26100,26150,692,18091000,173230,110551
20240513,1116,26100,26100,26050,26100,688,17952000,173743,110726
20240513,1117,26100,26150,26050,26150,905,23621000,174408,110966
20240513,1118,26200,26200,26150,26150,192,5021000,174428,111138
20240513,1119,26150,26200,26150,26150,130,3401000,174519,111177
20240513,1120,26150,26200,26100,26100,699,18291000,174798,111597
20240513,1121,26150,26200,26100,26100,309,8089000,174810,111894
20240513,1122,26100,26100,26000,26050,1107,28842000,175829,111982
20240513,1123,26050,26150,26000,26150,1347,35102000,176062,113096
20240513,1124,26100,26150,26100,26150,700,18305000,176064,113794
20240513,1125,26150,26150,26050,26050,333,8691000,176395,113796
20240513,1126,26050,26150,26050,26050,1225,31923000,177599,113817
20240513,1127,26050,26150,26000,26150,1331,34645000,178879,113868
20240513,1128,26050,26100,26050,26100,496,12941000,178977,114266
20240513,1129,26100,26150,26050,26050,323,8430000,179210,114356
20240513,1130,26100,26150,26050,26150,1140,29804000,179336,115370
20240513,1131,26150,26350,26150,26350,2889,75903000,179345,118250
20240513,1132,26300,26350,26300,26300,472,12423000,179498,118569
20240513,1133,26300,26350,26300,26300,1258,33143000,179603,119722
20240513,1134,26300,26300,26250,26250,185,4863000,179778,119732
20240513,1135,26300,26300,26250,26300,323,8485000,179980,119853
20240513,1136,26250,26300,26150,26150,701,18385000,180630,119904
20240513,1137,26150,26150,26150,26150,108,2824000,180738,119904
20240513,1138,26200,26200,26150,26150,454,11881000,181090,120006
20240513,1139,26150,26250,26150,26200,624,16348000,181215,120505
20240513,1140,26200,26250,26200,26200,105,2751000,181247,120578
20240513,1141,26200,26200,26150,26150,883,23113000,181850,120858
20240513,1142,26100,26200,26100,26200,268,6997000,182092,120884
20240513,1143,26200,26250,26200,26200,116,3040000,182117,120975
20240513,1144,26200,26200,26150,26200,292,7650000,182380,121004
20240513,1145,26150,26250,26150,26250,301,7888000,182532,121153
20240513,1146,26250,26250,26200,26200,261,6844000,182646,121300
20240513,1147,26200,26250,26150,26150,34,891000,182652,121328
20240513,1148,26150,26300,26150,26300,277,7252000,182866,121391
20240513,1149,26300,26300,26200,26200,235,6161000,183021,121471
20240513,1150,26200,26200,26150,26200,549,14361000,183518,121523
20240513,1151,26150,26200,26050,26050,1040,27152000,184528,121553
20240513,1152,26050,26200,26050,26100,912,23778000,185236,121757
20240513,1153,26050,26100,26050,26050,161,4197000,185298,121856
20240513,1154,26050,26050,26000,26000,604,15710000,185899,121859
20240513,1155,26000,26050,26000,26000,501,13042000,186068,122191
20240513,1156,26050,26100,26000,26100,186,4853000,186249,122196
20240513,1157,26100,26100,26050,26050,102,2662000,186351,122196
20240513,1158,26050,26150,26050,26100,331,8636000,186531,122347
20240513,1159,26050,26100,26050,26050,130,3388000,186628,122380
20240513,1200,26050,26100,26050,26050,154,4013000,186742,122420
20240513,1201,26050,26150,26050,26100,340,8874000,186936,122566
20240513,1202,26050,26050,26050,26050,96,2501000,187032,122566
20240513,1203,26050,26100,26000,26000,648,16853000,187660,122586
20240513,1204,26000,26100,26000,26050,162,4224000,187716,122692
20240513,1205,26100,26100,26000,26050,133,3467000,187762,122779
20240513,1206,26100,26100,26050,26050,670,17454000,188382,122829
20240513,1207,26050,26100,26050,26050,171,4460000,188443,122939
20240513,1208,26050,26100,26050,26050,241,6285000,188471,123152
20240513,1209,26050,26050,26000,26000,142,3699000,188608,123157
20240513,1210,26050,26100,26000,26000,224,5835000,188717,123272
20240513,1211,26000,26100,26000,26050,64,1670000,188728,123325
20240513,1212,26050,26050,26050,26050,102,2657000,188830,123325
20240513,1213,26050,26100,26050,26100,227,5920000,188945,123437
20240513,1214,26050,26150,26050,26050,494,12894000,189056,123820
20240513,1215,26100,26150,26100,26100,770,20098000,189600,124046
20240513,1216,26100,26150,26050,26050,325,8482000,189768,124203
20240513,1217,26050,26150,26050,26100,37,968000,189774,124234
20240513,1218,26100,26150,26100,26100,110,2871000,189875,124243
20240513,1219,26150,26150,26100,26150,173,4517000,190013,124278
20240513,1220,26100,26150,26000,26050,629,16370000,190611,124309
20240513,1221,26100,26100,26050,26100,7,182000,190618,124309
20240513,1222,26150,26200,26100,26150,441,11532000,190661,124707
20240513,1223,26100,26200,26100,26200,120,3135000,190772,124716
20240513,1224,26200,26200,26150,26200,502,13135000,191022,124968
20240513,1225,26150,26150,26150,26150,179,4681000,191201,124968
20240513,1226,26150,26200,26100,26100,125,3269000,191279,125015
20240513,1227,26200,26250,26200,26200,645,16923000,191292,125647
20240513,1228,26200,26250,26200,26250,130,3408000,191385,125684
20240513,1229,26300,26300,26150,26150,314,8234000,191473,125910
20240513,1230,26200,26250,26150,26150,746,19546000,191793,126336
20240513,1231,26150,26200,26150,26200,180,4712000,191938,126371
20240513,1232,26150,26150,26100,26100,655,17126000,192516,126448
20240513,1233,26100,26150,26100,26100,408,10664000,192622,126750
20240513,1234,26150,26250,26100,26250,75,1963000,192632,126815
20240513,1235,26150,26150,26050,26050,733,19137000,192892,127288
20240513,1236,26050,26200,26050,26100,319,8341000,193125,127374
20240513,1237,26100,26100,26050,26100,61,1591000,193159,127401
20240513,1238,26100,26200,26100,26200,120,3135000,193254,127426
20240513,1239,26150,26150,26100,26100,337,8807000,193382,127635
20240513,1240,26100,26150,26100,26150,222,5804000,193507,127732
20240513,1241,26200,26200,26100,26100,179,4676000,193682,127736
20240513,1242,26150,26200,26150,26200,437,11441000,193858,127997
20240513,1243,26200,26300,26150,26150,1709,44838000,193950,129614
20240513,1244,26150,26200,26150,26150,22,576000,193958,129628
20240513,1245,26150,26250,26150,26200,447,11710000,194183,129850
20240513,1246,26250,26250,26200,26250,265,6952000,194269,130029
20240513,1247,26200,26200,26150,26150,350,9170000,194391,130257
20240513,1248,26150,26200,26150,26200,425,11121000,194662,130411
20240513,1249,26200,26200,26100,26150,592,15487000,195201,130464
20240513,1250,26100,26150,26100,26150,106,2771000,195228,130543
20240513,1251,26150,26200,26150,26200,125,3269000,195238,130658
20240513,1252,26150,26200,26150,26150,239,6257000,195340,130795
20240513,1253,26150,26150,26100,26100,226,5905000,195528,130833
20240513,1254,26150,26200,26050,26100,1184,30899000,196535,131010
20240513,1255,26150,26250,26150,26150,282,7383000,196733,131094
20240513,1256,26150,26150,26000,26000,2207,57438000,198907,131127
20240513,1257,26100,26100,26000,26000,253,6596000,199117,131170
20240513,1258,26000,26050,25950,26000,240,6239000,199305,131222
20240513,1259,26000,26050,26000,26000,105,2730000,199408,131224
20240513,1300,26000,26050,25950,25950,863,22420000,200047,131448
20240513,1301,25950,26100,25900,26100,778,20164000,200794,131479
20240513,1302,26050,26100,25950,25950,48,1251000,200820,131501
20240513,1303,25950,26100,25950,26000,74,1924000,200884,131511
20240513,1304,26050,26050,26000,26000,14,365000,200886,131523
20240513,1305,26050,26100,26050,26100,283,7384000,201046,131646
20240513,1306,26100,26150,26000,26000,377,9836000,201270,131799
20240513,1307,26050,26100,26000,26000,532,13843000,201404,132197
20240513,1308,26000,26100,26000,26050,180,4697000,201423,132358
20240513,1309,26100,26250,26100,26150,3175,83129000,201481,135475
20240513,1310,26100,26100,26050,26050,446,11640000,201840,135562
20240513,1311,26100,26200,26050,26200,582,15186000,202160,135824
20240513,1312,26150,26200,26100,26100,211,5518000,202354,135841
20240513,1313,26100,26100,26050,26050,602,15707000,202816,135981
20240513,1314,26050,26100,26050,26100,996,25990000,202934,136859
20240513,1315,26150,26150,26100,26100,151,3942000,203075,136869
20240513,1316,26100,26150,26050,26100,413,10769000,203478,136879
20240513,1317,26100,26150,26050,26100,805,20994000,204160,137002
20240513,1318,26100,26150,26050,26100,67,1749000,204205,137024
20240513,1319,26150,26150,26100,26150,971,25391000,204518,137682
20240513,1320,26200,26200,26150,26150,859,22477000,205101,137958
20240513,1321,26150,26150,26000,26100,415,10812000,205211,138263
20240513,1322,26150,26150,26050,26100,57,1489000,205238,138293
20240513,1323,26100,26150,26100,26100,335,8748000,205484,138382
20240513,1324,26150,26150,26100,26150,162,4236000,205496,138532
20240513,1325,26100,26100,26050,26100,581,15164000,206067,138542
20240513,1326,26100,26100,26050,26100,245,6390000,206150,138704
20240513,1327,26100,26100,26050,26100,892,23281000,206275,139471
20240513,1328,26100,26350,26100,26350,8349,219062000,206295,147800
20240513,1329,26200,26450,26200,26350,5145,135695000,206706,152534
20240513,1330,26400,26450,26350,26400,849,22419000,207015,153074
20240513,1331,26350,26450,26300,26450,2754,72761000,207444,155399
20240513,1332,26450,26550,26450,26500,972,25755000,207578,156237
20240513,1333,26500,26550,26400,26500,2788,73950000,208770,157833
20240513,1334,26500,26600,26350,26450,2254,59705000,210984,157873
20240513,1335,26450,26450,26350,26350,423,11171000,211263,158017
20240513,1336,26400,26450,26350,26450,186,4915000,211332,158134
20240513,1337,26400,26450,26400,26400,750,19802000,212030,158186
20240513,1338,26450,26450,26400,26400,182,4812000,212077,158321
20240513,1339,26400,26450,26300,26350,1013,26718000,213009,158402
20240513,1340,26350,26450,26300,26300,95,2502000,213091,158415
20240513,1341,26350,26350,26250,26350,815,21439000,213682,158639
20240513,1342,26200,26350,26200,26300,38,1000000,213690,158669
20240513,1343,26300,26350,26300,26350,209,5505000,213746,158822
20240513,1344,26400,26400,26300,26300,214,5645000,213770,159012
20240513,1345,26300,26400,26300,26400,43,1132000,213802,159023
20240513,1346,26400,26400,26350,26350,107,2824000,213835,159097
20240513,1347,26400,26450,26350,26400,367,9676000,214196,159103
20240513,1348,26350,26400,26300,26350,268,7062000,214461,159106
20240513,1349,26350,26500,26350,26500,2563,67789000,216032,160098
20240513,1350,26500,26500,26450,26450,374,9908000,216084,160420
20240513,1351,26450,26500,26400,26400,116,3068000,216170,160450
20240513,1352,26400,26450,26350,26450,1181,31160000,217092,160709
20240513,1353,26450,26450,26350,26400,472,12478000,217198,161075
20240513,1354,26450,26450,26350,26450,586,15484000,217393,161466
20240513,1355,26450,26500,26450,26500,278,7365000,217440,161697
20240513,1356,26450,26500,26450,26450,371,9828000,217496,162012
20240513,1357,26450,26500,26450,26500,336,8889000,217810,162034
20240513,1358,26500,26500,26450,26500,274,7260000,217827,162291
20240513,1359,26450,26500,26300,26300,3759,99295000,221566,162311
20240513,1400,26250,26250,26200,26250,313,8207000,221826,162364
20240513,1401,26250,26300,26200,26250,138,3623000,221917,162411
20240513,1402,26300,26300,26250,26300,209,5494000,221973,162564
20240513,1403,26250,26300,26250,26300,52,1367000,221988,162601
20240513,1404,26300,26350,26300,26300,146,3845000,222043,162692
20240513,1405,26300,26350,26300,26350,191,5032000,222054,162872
20240513,1406,26300,26300,26250,26250,827,21714000,222881,162872
20240513,1407,26250,26250,26200,26200,489,12835000,223253,162989
20240513,1408,26200,26250,26150,26150,1026,26899000,223878,163390
20240513,1409,26150,26300,26150,26150,99,2596000,223939,163428
20240513,1410,26150,26250,26150,26150,111,2911000,224050,163428
20240513,1411,26150,26200,26150,26150,492,12874000,224381,163589
