날짜,시간,시가,고가,저가,종가,거래량,거래대금,누적체결매도수량,누적체결매수수량
20240513,901,4765,4765,4700,4750,51935,246233000,29379,22556
20240513,902,4770,4815,4700,4715,14781,69924000,41705,25011
20240513,903,4720,4735,4650,4665,35375,165911000,73166,28925
20240513,904,4665,4700,4655,4680,27160,127071000,82533,46718
20240513,905,4680,4700,4655,4690,24922,116469000,95627,58546
20240513,906,4670,4710,4670,4695,7098,33357000,98166,63105
20240513,907,4690,4720,4685,4700,17764,83458000,105479,73556
20240513,908,4700,4700,4670,4675,16063,75244000,120139,74959
20240513,909,4670,4680,4655,4660,25333,118061000,141094,79337
20240513,910,4660,4680,4650,4675,18575,86500000,154690,84316
20240513,911,4675,4695,4650,4665,22529,104962000,170947,90588
20240513,912,4665,4685,4645,4665,30853,143561000,189676,102712
20240513,913,4665,4670,4640,4650,15073,70020000,201169,106292
20240513,914,4650,4670,4650,4655,6142,28603000,204911,108692
20240513,915,4655,4685,4655,4685,6290,29382000,205967,113926
20240513,916,4685,4695,4685,4695,8212,38534000,206685,121420
20240513,917,4695,4695,4650,4655,26988,126087000,224834,130259
20240513,918,4655,4655,4630,4630,19920,92374000,242974,132039
20240513,919,4630,4645,4630,4640,10159,47090000,246200,138972
20240513,920,4640,4655,4635,4635,5113,23751000,249509,140776
20240513,921,4640,4655,4635,4645,10463,48552000,255940,144808
20240513,922,4645,4650,4640,4650,4378,20341000,257462,147664
20240513,923,4660,4670,4655,4670,6410,29877000,260289,151247
20240513,924,4665,4665,4640,4645,8221,38181000,265976,153781
20240513,925,4645,4650,4640,4645,1565,7269000,266465,154857
20240513,926,4645,4660,4645,4655,2702,12571000,267883,156141
20240513,927,4655,4670,4655,4665,6364,29666000,268758,161630
20240513,928,4665,4670,4660,4665,718,3348000,269159,161947
20240513,929,4665,4665,4640,4640,9075,42209000,276735,163446
20240513,930,4645,4645,4630,4630,17253,79935000,292402,165032
20240513,931,4635,4650,4625,4650,9269,42947000,298616,168087
20240513,932,4650,4660,4645,4660,3418,15912000,299928,170193
20240513,933,4660,4665,4640,4660,6791,31607000,302828,174084
