날짜,시간,시가,고가,저가,종가,거래량,거래대금,누적체결매도수량,누적체결매수수량
20240513,901,6660,6700,6650,6690,148299,989186000,38395,109904
20240513,902,6690,6690,6480,6480,99558,656373000,127560,120297
20240513,903,6480,6480,6320,6440,57515,366746000,160798,144574
20240513,904,6420,6550,6370,6430,27291,176132000,176227,156436
20240513,905,6420,6500,6350,6360,33810,216314000,204470,162003
20240513,906,6360,6400,6320,6320,27817,176679000,226212,168078
20240513,907,6330,6360,6300,6300,41624,263141000,251941,183973
20240513,908,6310,6350,6260,6340,44585,281012000,276146,204353
20240513,909,6340,6440,6340,6410,17458,111576000,285513,212444
20240513,910,6390,6500,6350,6480,20307,131000000,291445,226819
20240513,911,6460,6540,6450,6510,26619,172862000,304710,240173
20240513,912,6520,6550,6440,6480,16907,109527000,316316,245474
20240513,913,6470,6470,6360,6370,20191,129206000,334492,247489
20240513,914,6360,6370,6330,6330,9461,60030000,342445,248997
20240513,915,6330,6370,6310,6340,16930,107297000,351304,257068
20240513,916,6340,6350,6330,6330,5009,31741000,353492,259889
20240513,917,6330,6340,6300,6330,22165,139971000,367859,267687
20240513,918,6330,6400,6320,6370,9326,59347000,370207,274665
20240513,919,6400,6400,6340,6370,3003,19127000,372188,275687
20240513,920,6370,6470,6370,6460,8945,57436000,373139,283681
20240513,921,6460,6500,6450,6490,11466,74382000,376926,291360
20240513,922,6490,6530,6440,6440,19491,126402000,388461,299316
20240513,923,6430,6480,6410,6430,12765,82166000,397769,302773
20240513,924,6440,6440,6410,6420,4462,28647000,400896,304108
20240513,925,6420,6420,6390,6420,12871,82455000,406761,311114
20240513,926,6420,6420,6390,6390,3517,22529000,408031,313361
20240513,927,6390,6390,6370,6380,2978,19010000,409652,314718
20240513,928,6380,6380,6350,6360,8098,51512000,417463,315005
20240513,929,6360,6430,6350,6430,6575,41995000,418422,320621
20240513,930,6430,6460,6380,6460,3581,23045000,419608,323016
20240513,931,6460,6490,6450,6490,4020,25982000,420961,325683
20240513,932,6490,6530,6480,6510,13856,90086000,422582,337918
20240513,933,6500,6500,6410,6420,11121,71746000,433486,338135
20240513,934,6420,6450,6420,6450,3732,23991000,436380,338973
20240513,935,6440,6480,6440,6460,3463,22375000,437610,341206
20240513,936,6470,6530,6460,6480,6556,42547000,439835,345537
20240513,937,6480,6550,6480,6550,6764,44143000,441159,350977
20240513,938,6550,6560,6490,6510,9555,62488000,447411,354280
20240513,939,6520,6570,6520,6570,7790,51007000,450929,358552
20240513,940,6550,6580,6510,6510,12992,85096000,457416,365057
20240513,941,6510,6560,6500,6560,3081,20138000,457743,367811
20240513,942,6570,6590,6530,6530,12381,81390000,466867,371068
20240513,943,6550,6610,6530,6610,17542,115473000,468558,386919
