날짜,시간,시가,고가,저가,종가,거래량,거래대금,누적체결매도수량,누적체결매수수량
20240422,901,9440,9630,9410,9630,750328,7115366000,170124,580204
20240422,902,9610,9630,9440,9500,290404,2763859000,344185,696547
20240422,903,9500,9550,9470,9490,158843,1511417000,437956,761619
20240422,904,9480,9620,9480,9520,129516,1235912000,507233,821858
20240422,905,9520,9520,9210,9250,455219,4259908000,884675,899635
20240422,906,9260,9300,9180,9220,299475,2766433000,1073666,1010119
20240422,907,9230,9360,9190,9360,199029,1847851000,1146269,1136545
20240422,908,9350,9410,9330,9410,159276,1493494000,1225095,1216995
20240422,909,9400,9460,9360,9390,155900,1469245000,1295904,1302086
20240422,910,9380,9430,9380,9410,66229,622997000,1328668,1335551
20240422,911,9400,9600,9360,9600,208205,1975741000,1391794,1480630
20240422,912,9580,9600,9450,9530,147430,1402966000,1475554,1544300
20240422,913,9530,9690,9530,9660,445418,4287076000,1594627,1870645
20240422,914,9670,9690,9570,9610,210239,2024138000,1736258,1939253
20240422,915,9600,9670,9590,9650,107253,1032383000,1795389,1987375
20240422,916,9640,9690,9630,9640,169761,1639019000,1853703,2098822
20240422,917,9640,9680,9600,9600,141828,1366155000,1943572,2150781
20240422,918,9600,9750,9600,9740,260521,2526964000,2006494,2348380
20240422,919,9740,9770,9670,9680,217723,2114743000,2127866,2444731
20240422,920,9680,9720,9610,9660,141515,1367938000,2216609,2497503
20240422,921,9650,9660,9590,9610,116334,1119527000,2299004,2531442
20240422,922,9610,9860,9610,9850,453449,4440617000,2388722,2895173
20240422,923,9860,10130,9780,10020,1293667,12850187000,2779513,3798049
20240422,924,10040,10170,9990,10160,1228976,12410066000,3312410,4494128
20240422,925,10150,10180,10080,10150,720825,7305024000,3683909,4843454
20240422,926,10150,10190,10090,10170,562412,5707658000,3940214,5149561
20240422,927,10170,10200,10090,10170,498557,5062006000,4173517,5414815
20240422,928,10160,10280,10110,10280,821648,8395564000,4415876,5994104
20240422,929,10280,10290,10220,10290,494242,5073059000,4650769,6253453
20240422,930,10280,10380,10270,10360,785484,8119709000,4934075,6755631
20240422,931,10360,10380,10350,10380,115841,1201770000,4952143,6853404
20240422,933,10400,10410,10110,10190,859147,8844572000,5454763,7209931
20240422,934,10180,10240,9940,9940,845811,8545838000,6043928,7466577
20240422,935,9950,10070,9940,10020,459447,4597370000,6293075,7676877
20240422,936,10020,10110,9980,9990,294682,2962680000,6449867,7814767
20240422,937,9990,9990,9650,9680,997887,9753056000,7211110,8051411
20240422,938,9700,9730,9600,9640,603296,5821577000,7649661,8216156
