날짜,시간,시가,고가,저가,종가,거래량,거래대금,누적체결매도수량,누적체결매수수량
20240807,901,46200,46200,46200,46200,7,320000,0,7
20240807,902,46200,46250,46200,46250,103,4760000,0,110
20240807,903,46300,46350,46300,46350,175,8100000,137,148
20240807,905,46400,46400,46400,46400,4,190000,141,148
20240807,906,46650,46950,46650,46950,306,14330000,141,454
20240807,907,46950,47200,46950,47000,84,3950000,202,477
20240807,908,47000,47450,47000,47450,783,37010000,545,917
20240807,909,47400,47400,47050,47050,31,1460000,575,918
20240807,910,47050,47100,47050,47050,137,6450000,712,918
20240807,911,47150,47150,47050,47050,29,1370000,736,923
20240807,912,47050,47050,47050,47050,7,330000,743,923
20240807,913,47100,47750,47050,47750,1782,84600000,760,2688
20240807,914,47600,47600,47500,47600,70,3330000,805,2713
20240807,915,47500,47600,47400,47550,326,15470000,1028,2816
20240807,916,47500,47500,47350,47450,125,5930000,1123,2846
20240807,917,47300,47400,47200,47200,265,12520000,1386,2848
20240807,918,47250,47250,47150,47150,121,5700000,1406,2949
20240807,919,47150,47450,47150,47300,2550,120560000,1552,5353
20240807,920,47400,47400,47400,47400,133,6310000,1552,5486
20240807,921,47450,47550,47450,47550,263,12480000,1552,5749
20240807,922,47550,47550,47450,47450,174,8270000,1588,5887
20240807,923,47400,47400,47400,47400,146,6920000,1734,5887
20240807,924,47400,47550,47400,47550,57,2710000,1785,5893
20240807,925,47500,47500,47500,47500,2,90000,1786,5894
20240807,927,47450,47550,47450,47550,510,24250000,2148,6042
20240807,928,47550,47550,47450,47450,4,190000,2151,6043
20240807,929,47550,47650,47550,47650,820,39010000,2623,6391
20240807,930,47650,47850,47600,47850,1098,52430000,2635,7477
20240807,931,47850,48200,47800,48200,1226,58790000,2774,8564
20240807,932,48150,48150,48050,48050,122,5870000,2896,8564
20240807,933,48050,48300,48050,48300,582,28050000,2905,9137
20240807,934,48250,48300,48250,48300,437,21110000,2905,9574
20240807,935,48300,48350,48250,48350,231,11160000,2928,9782
20240807,936,48350,48400,48250,48250,512,24750000,3330,9892
20240807,937,48250,48250,48250,48250,216,10430000,3449,9989
20240807,938,48250,48350,48250,48350,82,3950000,3502,10018
20240807,939,48350,48450,48350,48450,210,10170000,3505,10225
20240807,940,48450,48500,48400,48450,103,4990000,3521,10312
20240807,941,48450,48550,48450,48550,132,6410000,3533,10432
20240807,942,48550,48550,48500,48500,246,11940000,3704,10507
20240807,943,48500,48500,48500,48500,94,4550000,3704,10601
20240807,944,48500,48700,48500,48700,559,27170000,3711,11153
20240807,945,48700,49100,48700,49100,1599,78160000,3775,12688
20240807,946,49100,49450,49000,49450,334,16470000,3785,13012
20240807,947,49450,49550,49200,49250,1473,72730000,4707,13563
20240807,948,49250,49350,49250,49250,117,5770000,4709,13678
20240807,949,49250,49300,49250,49250,349,17180000,5051,13685
20240807,950,49250,49250,49200,49250,189,9310000,5167,13758
20240807,951,49250,49250,49200,49250,151,7440000,5317,13759
20240807,952,49250,49300,49200,49200,319,15710000,5347,14048
20240807,953,49250,49300,49250,49300,68,3350000,5347,14116
20240807,954,49300,49600,49300,49600,1080,53470000,5347,15196
20240807,955,49600,49800,49600,49600,660,32830000,5350,15853
20240807,956,49700,49900,49650,49750,530,26410000,5471,16262
20240807,957,49750,49850,49700,49850,141,7020000,5521,16353
20240807,958,49850,50000,49850,49950,689,34410000,5704,16859
20240807,959,49900,49950,49600,49600,1022,50830000,6687,16898
20240807,1000,49550,49700,49450,49700,586,29030000,6931,17240
20240807,1001,49700,49850,49600,49750,366,18200000,7055,17482
20240807,1002,49800,49900,49650,49650,307,15290000,7274,17570
20240807,1003,49600,49650,49100,49350,1376,67870000,8340,17880
20240807,1004,49200,49200,49100,49100,224,11000000,8564,17880
20240807,1005,49100,49200,49100,49150,28,1370000,8573,17899
20240807,1006,49150,49150,49100,49150,254,12480000,8787,17939
20240807,1007,49150,49200,49050,49200,245,12040000,8792,18179
20240807,1008,49150,49300,49150,49200,338,16630000,8893,18416
20240807,1009,49200,49200,49100,49100,167,8220000,8972,18504
20240807,1010,49100,49100,49050,49050,31,1520000,9003,18504
20240807,1011,49050,49050,49050,49050,1,50000,9004,18504
20240807,1012,49100,49100,48950,49000,464,22750000,9456,18516
20240807,1013,48950,49050,48950,49000,303,14850000,9487,18788
20240807,1014,49000,49000,48950,49000,105,5150000,9581,18799
20240807,1015,48950,48950,48700,48850,555,27080000,9952,18983
20240807,1016,48800,48900,48800,48900,204,9960000,10025,19114
20240807,1017,49000,49000,48900,48900,54,2650000,10066,19127
20240807,1018,48900,48950,48900,48950,155,7580000,10132,19216
20240807,1019,48950,48950,48850,48900,38,1860000,10168,19218
20240807,1020,48900,48900,48850,48850,17,830000,10185,19218
20240807,1021,48900,48900,48650,48700,145,7070000,10329,19219
20240807,1022,48700,48700,48700,48700,115,5600000,10444,19219
20240807,1023,48700,48700,48650,48700,297,14460000,10727,19233
20240807,1024,48750,48800,48700,48700,704,34290000,10806,19858
20240807,1025,48800,48800,48800,48800,1,50000,10806,19859
20240807,1026,48700,48700,48650,48650,22,1070000,10828,19859
20240807,1027,48700,48700,48700,48700,1,50000,10829,19859
20240807,1028,48700,48800,48700,48800,112,5450000,10921,19879
20240807,1029,48800,49050,48800,49050,652,31850000,10921,20531
20240807,1030,49050,49150,49050,49150,351,17250000,10965,20838
20240807,1031,49150,49200,49150,49200,89,4380000,10965,20927
20240807,1032,49200,49200,49200,49200,111,5460000,10965,21038
20240807,1033,49200,49200,49200,49200,100,4920000,10970,21133
20240807,1034,49200,49200,49150,49150,69,3390000,11013,21159
20240807,1035,49100,49100,49100,49100,36,1770000,11048,21160
20240807,1036,49050,49100,49050,49100,66,3240000,11054,21220
20240807,1037,49100,49100,49100,49100,5,240000,11059,21220
20240807,1038,49100,49100,49100,49100,1,50000,11060,21220
20240807,1039,49150,49250,49100,49250,719,35380000,11123,21876
20240807,1040,49250,49250,49250,49250,15,740000,11123,21891
20240807,1041,49200,49250,49200,49200,135,6650000,11123,22026
20240807,1043,49200,49300,49200,49300,33,1620000,11128,22054
20240807,1044,49300,49300,49300,49300,121,5970000,11249,22054
20240807,1045,49300,49300,49300,49300,32,1570000,11281,22054
20240807,1046,49400,49400,49300,49400,61,3020000,11301,22095
20240807,1047,49300,49300,49100,49150,743,36550000,12041,22098
20240807,1048,49150,49150,49100,49100,11,540000,12051,22099
20240807,1049,49100,49100,49100,49100,37,1810000,12087,22100
20240807,1052,49050,49050,48900,48900,1133,55550000,13220,22100
20240807,1053,48900,48900,48900,48900,2,90000,13220,22102
20240807,1054,48850,48850,48750,48750,86,4200000,13304,22104
20240807,1056,48700,48700,48600,48600,312,15170000,13566,22154
20240807,1057,48600,48600,48550,48550,69,3350000,13631,22158
20240807,1058,48550,48550,48500,48550,192,9320000,13723,22258
20240807,1059,48550,48550,48550,48550,2,100000,13725,22258
20240807,1100,48550,48550,48550,48550,12,580000,13737,22258
20240807,1101,48550,48650,48550,48650,414,20130000,13739,22670
20240807,1102,48700,48700,48700,48700,2,100000,13739,22672
20240807,1103,48750,48750,48700,48700,43,2090000,13771,22683
20240807,1104,48600,48600,48600,48600,27,1320000,13798,22683
20240807,1105,48600,48650,48600,48650,6,290000,13802,22685
20240807,1106,48600,48600,48550,48550,120,5830000,13916,22691
20240807,1109,48550,48550,48550,48550,48,2330000,13964,22691
20240807,1113,48550,48550,48550,48550,10,480000,13974,22691
20240807,1114,48550,48550,48500,48500,152,7380000,14126,22691
20240807,1115,48500,48500,48500,48500,94,4560000,14220,22691
20240807,1116,48500,48500,48500,48500,5,240000,14225,22691
20240807,1117,48500,48500,48500,48500,21,1020000,14246,22691
20240807,1118,48500,48500,48500,48500,11,530000,14257,22691
20240807,1119,48500,48500,48500,48500,71,3450000,14328,22691
20240807,1120,48500,48500,48500,48500,3,140000,14331,22691
20240807,1121,48500,48500,48500,48500,1,50000,14332,22691
20240807,1122,48500,48600,48500,48600,2376,115470000,14333,25066
20240807,1123,48600,48800,48600,48800,321,15630000,14429,25291
20240807,1124,48800,48900,48800,48900,201,9820000,14429,25492
20240807,1125,48900,48900,48900,48900,8,390000,14429,25500
20240807,1126,48900,48900,48900,48900,182,8900000,14429,25682
20240807,1127,48950,48950,48950,48950,68,3330000,14429,25750
20240807,1128,48950,48950,48950,48950,10,490000,14439,25750
20240807,1129,48950,49000,48950,49000,11,540000,14445,25755
20240807,1131,49000,49000,48950,48950,6,290000,14447,25759
20240807,1133,49000,49000,49000,49000,1,50000,14447,25760
20240807,1134,49000,49000,48850,48850,257,12570000,14703,25761
20240807,1135,48950,48950,48950,48950,2,90000,14703,25763
20240807,1136,48950,49000,48950,49000,66,3240000,14703,25829
20240807,1142,48950,48950,48950,48950,42,2050000,14741,25833
20240807,1143,48900,48900,48900,48900,3,150000,14744,25833
20240807,1144,48950,48950,48950,48950,14,690000,14744,25847
20240807,1145,49000,49000,49000,49000,76,3720000,14744,25923
20240807,1146,48950,48950,48950,48950,7,340000,14751,25923
20240807,1147,49000,49000,49000,49000,3,150000,14751,25926
20240807,1148,49000,49000,49000,49000,10,490000,14761,25926
20240807,1149,49000,49000,49000,49000,10,490000,14771,25926
20240807,1151,49000,49000,49000,49000,10,490000,14781,25926
20240807,1152,49050,49050,49050,49050,3,150000,14781,25929
20240807,1154,49000,49000,48850,48950,133,6500000,14907,25936
20240807,1155,48900,48900,48900,48900,3,150000,14908,25938
20240807,1158,48900,48900,48900,48900,6,290000,14908,25944
20240807,1159,48900,48900,48900,48900,7,350000,14908,25951
20240807,1202,48900,48900,48900,48900,2,90000,14908,25953
20240807,1203,48900,48900,48900,48900,4,200000,14908,25957
20240807,1204,48850,48850,48850,48850,1,50000,14909,25957
20240807,1205,48850,48850,48850,48850,66,3220000,14975,25957
20240807,1207,48850,48850,48850,48850,5,250000,14980,25957
20240807,1209,48850,48850,48850,48850,18,880000,14998,25957
20240807,1210,48850,48850,48850,48850,157,7670000,15155,25957
20240807,1213,48850,48900,48850,48900,8,390000,15155,25965
20240807,1215,48850,48900,48800,48800,45,2200000,15156,26009
20240807,1216,48800,48800,48800,48800,1,50000,15157,26009
20240807,1218,48800,48800,48800,48800,5,240000,15157,26014
20240807,1219,48750,48750,48750,48750,1,50000,15158,26014
20240807,1221,48750,48750,48750,48750,10,490000,15168,26014
20240807,1224,48800,48800,48800,48800,14,680000,15168,26028
20240807,1225,48750,48750,48700,48700,160,7800000,15328,26028
20240807,1226,48700,48700,48650,48650,354,17230000,15682,26028
20240807,1227,48650,48650,48650,48650,1,50000,15682,26029
20240807,1229,48650,48650,48650,48650,2,90000,15682,26031
20240807,1230,48600,48650,48600,48650,30,1460000,15707,26036
20240807,1231,48650,49000,48650,48850,601,29320000,15725,26619
20240807,1232,48850,48850,48850,48850,21,1030000,15725,26640
20240807,1234,48850,48850,48850,48850,57,2780000,15725,26697
20240807,1235,48900,48900,48900,48900,7,340000,15725,26704
20240807,1236,48900,48900,48900,48900,222,10860000,15725,26926
20240807,1237,48800,48900,48800,48900,11,530000,15731,26931
20240807,1238,48900,48900,48900,48900,15,740000,15731,26946
20240807,1239,48850,48850,48850,48850,114,5570000,15812,26979
20240807,1240,48850,48850,48850,48850,10,490000,15822,26979
20240807,1243,48850,48850,48600,48600,765,37320000,16587,26979
20240807,1244,48650,48650,48650,48650,7,340000,16587,26986
20240807,1246,48650,48650,48650,48650,10,480000,16587,26996
20240807,1247,48650,48650,48650,48650,187,9100000,16587,27183
20240807,1248,48650,48650,48650,48650,12,590000,16599,27183
20240807,1251,48650,48650,48650,48650,10,480000,16609,27183
20240807,1252,48650,48650,48600,48600,170,8270000,16779,27183
20240807,1253,48600,48600,48550,48550,303,14720000,17082,27183
20240807,1256,48550,48550,48550,48550,2,100000,17084,27183
20240807,1257,48500,48550,48500,48550,144,6990000,17085,27326
